morphind	root_morphind	root_pos_morphind	affix_morphind	affix_morphind_wclass	pref_morphind	suff_morphind	verb_tagged	n
ber+dasi<n>_VSA	dasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+ekspansi<n>_VSA	ekspansi	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+gaji<n>_VSA	gaji	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+gelung<n>_VSA	gelung	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+gosip<n>_VSA	gosip	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+guling<n>_VSA	guling	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+ideologi<n>_VSA	ideologi	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+kencan<n>_VSA	kencan	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+kokok<n>_VSA	kokok	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+kontraksi<n>_VSA	kontraksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+pangkal<n>_VSA	pangkal	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+struktur<n>_VSA	struktur	n	ber-_0	ber-_n_0	ber-	0	TRUE	25
ber+difusi<n>_VSA	difusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	24
ber+hidung<n>_VSA	hidung	n	ber-_0	ber-_n_0	ber-	0	TRUE	24
ber+irigasi<n>_VSA	irigasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	24
ber+kabar<n>_VSA	kabar	n	ber-_0	ber-_n_0	ber-	0	TRUE	24
ber+tuan<n>_VSA	tuan	n	ber-_0	ber-_n_0	ber-	0	TRUE	24
ber+arsitektur<n>_VSA	arsitektur	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+asap<n>_VSA	asap	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+daun<n>_VSA	daun	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+derit<n>_VSA	derit	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+eksplorasi<n>_VSA	eksplorasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+gunjing<n>_VSA	gunjing	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+kadar<n>_VSA	kadar	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+konotasi<n>_VSA	konotasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+serban<n>_VSA	serban	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+ulah<n>_VSA	ulah	n	ber-_0	ber-_n_0	ber-	0	TRUE	23
ber+energi<n>_VSA	energi	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+hijab<n>_VSA	hijab	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+hulu<n>_VSA	hulu	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+integrasi<n>_VSA	integrasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+kilah<n>_VSA	kilah	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+siasat<n>_VSA	siasat	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+telepon<n>_VSA	telepon	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+urut<n>_VSA	urut	n	ber-_0	ber-_n_0	ber-	0	TRUE	22
ber+karir<n>_VSA	karir	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+kode<n>_VSA	kode	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+mulut<n>_VSA	mulut	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+peci<n>_VSA	peci	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+pose<n>_VSA	pose	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+tuhan<n>_VSA	tuhan	n	ber-_0	ber-_n_0	ber-	0	TRUE	21
ber+ac<n>_VSA	ac	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+lengan<n>_VSA	lengan	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+patroli<n>_VSA	patroli	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+petualang<n>_VSA	petualang	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+rekreasi<n>_VSA	rekreasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+sampul<n>_VSA	sampul	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+sertifikasi<n>_VSA	sertifikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+tandatangan<n>_VSA	tandatangan	n	ber-_0	ber-_n_0	ber-	0	TRUE	20
ber+asrama<n>_VSA	asrama	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+dokumen<n>_VSA	dokumen	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+ekor<n>_VSA	ekor	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+gotongroyong<n>_VSA	gotongroyong	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+halusinasi<n>_VSA	halusinasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+konstitusi<n>_VSA	konstitusi	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+semadi<n>_VSA	semadi	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+suhu<n>_VSA	suhu	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+tepi<n>_VSA	tepi	n	ber-_0	ber-_n_0	ber-	0	TRUE	19
ber+bulan<n>_VSA	bulan	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+fantasi<n>_VSA	fantasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+gigi<n>_VSA	gigi	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+kafein<n>_VSA	kafein	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+komplot<n>_VSA	komplot	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+korespondensi<n>_VSA	korespondensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+kubang<n>_VSA	kubang	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+mutasi<n>_VSA	mutasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+oposisi<n>_VSA	oposisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+sanggama<n>_VSA	sanggama	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+setia<n>_VSA	setia	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+suku<n>_VSA	suku	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+terimakasih<n>_VSA	terimakasih	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+zina<n>_VSA	zina	n	ber-_0	ber-_n_0	ber-	0	TRUE	18
ber+angka<n>_VSA	angka	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+busa<n>_VSA	busa	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+ikhtiar<n>_VSA	ikhtiar	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+jaket<n>_VSA	jaket	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+kreativitas<n>_VSA	kreativitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+pelat<n>_VSA	pelat	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+pintu<n>_VSA	pintu	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+predikat<n>_VSA	predikat	n	ber-_0	ber-_n_0	ber-	0	TRUE	17
ber+awan<n>_VSA	awan	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+ikrar<n>_VSA	ikrar	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+kerabat<n>_VSA	kerabat	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+peluh<n>_VSA	peluh	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+promosi<n>_VSA	promosi	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+rongga<n>_VSA	rongga	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+saldo<n>_VSA	saldo	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+teori<n>_VSA	teori	n	ber-_0	ber-_n_0	ber-	0	TRUE	16
ber+aktifitas<n>_VSA	aktifitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+asimilasi<n>_VSA	asimilasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+ibadat<n>_VSA	ibadat	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+konsolidasi<n>_VSA	konsolidasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+kontestasi<n>_VSA	kontestasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+motivasi<n>_VSA	motivasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+nanah<n>_VSA	nanah	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+postur<n>_VSA	postur	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+soda<n>_VSA	soda	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+tamasya<n>_VSA	tamasya	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+tanah<n>_VSA	tanah	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+tenor<n>_VSA	tenor	n	ber-_0	ber-_n_0	ber-	0	TRUE	15
ber+demo<n>_VSA	demo	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+gender<n>_VSA	gender	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+hari<n>_VSA	hari	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+identitas<n>_VSA	identitas	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+karakteristik<n>_VSA	karakteristik	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+kompetensi<n>_VSA	kompetensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+mobil<n>_VSA	mobil	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+payung<n>_VSA	payung	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+pilin<n>_VSA	pilin	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+piutang<n>_VSA	piutang	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+puisi<n>_VSA	puisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+reproduksi<n>_VSA	reproduksi	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+sandal<n>_VSA	sandal	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+shalawat<n>_VSA	shalawat	n	ber-_0	ber-_n_0	ber-	0	TRUE	14
ber+akreditasi<n>_VSA	akreditasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+alur<n>_VSA	alur	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+gejala<n>_VSA	gejala	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+hadiah<n>_VSA	hadiah	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+improvisasi<n>_VSA	improvisasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+jamur<n>_VSA	jamur	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+kantong<n>_VSA	kantong	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+kerah<n>_VSA	kerah	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+lahan<n>_VSA	lahan	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+otak<n>_VSA	otak	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+perangai<n>_VSA	perangai	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+posisi<n>_VSA	posisi	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+respon<n>_VSA	respon	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+tampang<n>_VSA	tampang	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+tawakal<n>_VSA	tawakal	n	ber-_0	ber-_n_0	ber-	0	TRUE	13
ber+akselerasi<n>_VSA	akselerasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+anekaragam<n>_VSA	aneka ragam	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+apresiasi<n>_VSA	apresiasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+desis<n>_VSA	desis	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+genre<n>_VSA	genre	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+halaman<n>_VSA	halaman	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+keping<n>_VSA	keping	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+konsep<n>_VSA	konsep	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+kontak<n>_VSA	kontak	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+noda<n>_VSA	noda	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+paham<n>_VSA	paham	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+perspektif<n>_VSA	perspektif	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+perut<n>_VSA	perut	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+putra<n>_VSA	putra	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+rima<n>_VSA	rima	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+salju<n>_VSA	salju	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+taring<n>_VSA	taring	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+volume<n>_VSA	volume	n	ber-_0	ber-_n_0	ber-	0	TRUE	12
ber+aliansi<n>_VSA	aliansi	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+belati<n>_VSA	belati	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+diferensiasi<n>_VSA	diferensiasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+faedah<n>_VSA	faedah	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+jati<n>_VSA	jati	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+jihad<n>_VSA	jihad	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+keterampilan<n>_VSA	keterampilan	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+khotbah<n>_VSA	khotbah	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+marga<n>_VSA	marga	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+ramahtamah<n>_VSA	ramahtamah	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+selubung<n>_VSA	selubung	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+tarif<n>_VSA	tarif	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+ternak<n>_VSA	ternak	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+titel<n>_VSA	titel	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+wiraswasta<n>_VSA	wiraswasta	n	ber-_0	ber-_n_0	ber-	0	TRUE	11
ber+angin<n>_VSA	angin	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+ekonomi<n>_VSA	ekonomi	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+ekstensi<n>_VSA	ekstensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+jendela<n>_VSA	jendela	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+kalung<n>_VSA	kalung	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+kelamin<n>_VSA	kelamin	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+kontrak<n>_VSA	kontrak	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+konvoi<n>_VSA	konvoi	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+kostum<n>_VSA	kostum	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+listrik<n>_VSA	listrik	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+partai<n>_VSA	partai	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+pretensi<n>_VSA	pretensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+puncak<n>_VSA	puncak	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+pusar<n>_VSA	pusar	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+rumput<n>_VSA	rumput	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+sastra<n>_VSA	sastra	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+teologi<n>_VSA	teologi	n	ber-_0	ber-_n_0	ber-	0	TRUE	10
ber+anggota<n>_VSA	anggota	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+arah<n>_VSA	arah	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+bibir<n>_VSA	bibir	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+bumbu<n>_VSA	bumbu	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+derma<n>_VSA	derma	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+diplomasi<n>_VSA	diplomasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+eksistensi<n>_VSA	eksistensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+etnis<n>_VSA	etnis	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+fotografi<n>_VSA	fotografi	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+jas<n>_VSA	jas	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+kain<n>_VSA	kain	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+kayu<n>_VSA	kayu	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+kembangbiak<n>_VSA	kembangbiak	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+konjungsi<n>_VSA	konjungsi	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+logika<n>_VSA	logika	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+merk<n>_VSA	merk	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+pantun<n>_VSA	pantun	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+polemik<n>_VSA	polemik	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+rakit<n>_VSA	rakit	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+santan<n>_VSA	santan	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+selendang<n>_VSA	selendang	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+sistem<n>_VSA	sistem	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+tendensi<n>_VSA	tendensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+tiang<n>_VSA	tiang	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+tongkat<n>_VSA	tongkat	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+wewenang<n>_VSA	wewenang	n	ber-_0	ber-_n_0	ber-	0	TRUE	9
ber+akrobat<n>_VSA	akrobat	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+audiensi<n>_VSA	audiensi	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+bedak<n>_VSA	bedak	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+bondong<n>_VSA	bondong	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+cita<n>_VSA	cita	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+ekspektasi<n>_VSA	ekspektasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+format<n>_VSA	format	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+gagang<n>_VSA	gagang	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+gunung<n>_VSA	gunung	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+indikasi<n>_VSA	indikasi	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+induk<n>_VSA	induk	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+internet<n>_VSA	internet	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+itihad<n>_VSA	itihad	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+kamera<n>_VSA	kamera	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+kerjasama<n>_VSA	kerjasama	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+kilap<n>_VSA	kilap	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+kopiah<n>_VSA	kopiah	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+kuah<n>_VSA	kuah	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
ber+lidah<n>_VSA	lidah	n	ber-_0	ber-_n_0	ber-	0	TRUE	8
